Crop // Variety,Block,Bed,Plan Field Year,Plan Field Week,Actual Field Week,Actual Field Date,Actual Bedft,Notes,Finished Harvesting
Oats & Peas // Standard,X2,20,2026,19,17,2026-04-24,200,"Plate F, gear 4, used 100 lbs per block @ 50/50 oats & peas",FALSE
Oats & Peas // Standard,X2,21,2026,19,17,2026-04-24,200,"Plate F, gear 4, used 100 lbs per block @ 50/50 oats & peas",FALSE
Oats & Peas // Standard,X2,22,2026,19,17,2026-04-24,200,"Plate F, gear 4, used 100 lbs per block @ 50/50 oats & peas",FALSE
Oats & Peas // Standard,X2,23,2026,19,17,2026-04-24,200,"Plate F, gear 4, used 100 lbs per block @ 50/50 oats & peas",FALSE
Oats & Peas // Standard,X2,24,2026,19,17,2026-04-24,200,"Plate F, gear 4, used 100 lbs per block @ 50/50 oats & peas",FALSE
Oats & Peas // Standard,X2,25,2026,19,17,2026-04-24,200,"Plate F, gear 4, used 100 lbs per block @ 50/50 oats & peas",FALSE
Oats & Peas // Standard,X2,26,2026,19,17,2026-04-24,200,"Plate F, gear 4, used 100 lbs per block @ 50/50 oats & peas",FALSE
Oats & Peas // Standard,X2,27,2026,19,17,2026-04-24,200,"Plate F, gear 4, used 100 lbs per block @ 50/50 oats & peas",FALSE
Oats & Peas // Standard,X2,28,2026,19,17,2026-04-24,200,"Plate F, gear 4, used 100 lbs per block @ 50/50 oats & peas",FALSE
Oats & Peas // Standard,X2,29,2026,19,17,2026-04-24,200,"Plate F, gear 4, used 100 lbs per block @ 50/50 oats & peas",FALSE
Oats & Peas // Standard,X2,30,2026,19,17,2026-04-24,200,"Plate F, gear 4, used 100 lbs per block @ 50/50 oats & peas",FALSE
Parsley // Giant of Italy,C3,8,2026,19,,,,,FALSE
Potato Blue // Adirondack Blue,X3,1,2026,19,,,,,FALSE
Potato Blue // Adirondack Blue,X3,2,2026,19,,,,,FALSE
Potato Blue // Adirondack Blue,X3,3,2026,19,,,,,FALSE
Potato Blue // Adirondack Blue,X3,4,2026,19,,,,,FALSE
Potato White // Dark Red Norland,Y3,1,2026,19,,,,,FALSE
Potato White // Dark Red Norland,Y3,2,2026,19,,,,,FALSE
Potato White // Dark Red Norland,Y3,3,2026,19,,,,,FALSE
Potato White // Dark Red Norland,Y3,4,2026,19,,,,,FALSE
Potato White // Dark Red Norland,Y3,5,2026,19,,,,,FALSE
Potato White // Dark Red Norland,Y3,6,2026,19,,,,,FALSE
Potato White // Kennebec,Y3,7,2026,19,,,,,FALSE
Potato White // Kennebec,Y3,8,2026,19,,,,,FALSE
Potato White // Kennebec,Y3,9,2026,19,,,,,FALSE
Potato White // Kennebec,Y3,10,2026,19,,,,,FALSE
Potato White // Kennebec,Y3,11,2026,19,,,,,FALSE
Potato White // Kennebec,Y3,12,2026,19,,,,,FALSE
Potato White // Kennebec,Y3,13,2026,19,,,,,FALSE
Potato White // Kennebec,Y3,14,2026,19,,,,,FALSE
Potato White // Kennebec,Y3,15,2026,19,,,,,FALSE
Potato White // Kennebec,Y3,16,2026,19,,,,,FALSE
Potato White // Purple Viking,X3,5,2026,19,,,,,FALSE
Potato White // Purple Viking,X3,6,2026,19,,,,,FALSE
Potato White // Purple Viking,Y3,17,2026,19,,,,,FALSE
Potato White // Purple Viking,Y3,18,2026,19,,,,,FALSE
Potato White // Purple Viking,Y3,19,2026,19,,,,,FALSE
Potato Yellow // Satina,Y3,20,2026,19,,,,,FALSE
Potato Yellow // Satina,Y3,21,2026,19,,,,,FALSE
Potato Yellow // Satina,Y3,22,2026,19,,,,,FALSE
Potato Yellow // Satina,Y3,23,2026,19,,,,,FALSE
Potato Yellow // Satina,Y3,24,2026,19,,,,,FALSE
Potato Yellow // Satina,Y3,25,2026,19,,,,,FALSE
Potato Yellow // Satina,Y3,26,2026,19,,,,,FALSE
Potato Yellow // Satina,Y3,27,2026,19,,,,,FALSE
Potato Yellow // Satina,Y3,28,2026,19,,,,,FALSE
Potato Yellow // Satina,Y3,29,2026,19,,,,,FALSE
Radicchio Round // Indigo,B2,14,2026,19,,,,,FALSE
Radicchio Variegated // Giorgine,B2,15,2026,19,,,,,FALSE
Radish French Breakfast // French Breakfast,D1,5,2026,19,,,,,FALSE
Radish Purple // Bacchus,D1,6,2026,19,,,,,FALSE
Radish Red // Sora,D1,6,2026,19,,,,,FALSE
Scallion // Parade,C3,5,2026,19,,,,,FALSE
Tomato Cherry Mix // Artemis,HT3,7,2026,19,,,,,FALSE
Tomato Cherry Mix // Attracta,HT3,7,2026,19,,,,,FALSE
Tomato Cherry Mix // Chocolate Sprinkles,HT3,8,2026,19,,,,,FALSE
Tomato Cherry Mix // Honey Bee,HT3,8,2026,19,,,,,FALSE
Tomato Cherry Mix // Mimi,HT3,7,2026,19,,,,,FALSE
Tomato Cherry Mix // SunGreen,HT3,6,2026,19,,,,,FALSE
Tomato Cherry Mix // Sunpeach,HT3,6,2026,19,,,,,FALSE
Tomato Cherry Sungold // SunOrange,HT3,3,2026,19,,,,,FALSE
Tomato Cherry Sungold // SunOrange,HT3,4,2026,19,,,,,FALSE
Tomato Cherry Sungold // SunOrange,HT3,5,2026,19,,,,,FALSE
Tomato Heirloom // MarMango,HT3,1,2026,19,,,,,FALSE
Tomato Heirloom // Marnouar,HT3,2,2026,19,,,,,FALSE
Zucchini Green // Noche,C1,11,2026,19,,,,,FALSE
Zucchini Green // Noche,C1,12,2026,19,,,,,FALSE
Zucchini Green // Noche,C1,13,2026,19,,,,,FALSE
Zucchini Green // Noche,C1,14,2026,19,,,,,FALSE
Zucchini Striped // Pantheon,C1,15,2026,19,,,,,FALSE
Zucchini Yellow // Golden Glory,C1,16,2026,19,,,,,FALSE
Zucchini Yellow // Golden Glory,C1,17,2026,19,,,,,FALSE
Zucchini Yellow // Golden Glory,C1,18,2026,19,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
,,,,,,,,,FALSE
