Planting ID,Walk Date,Condition,Yield Adjust %,Notes,Crop // Variety,Block,Bed,Plan Field Year,Plan Field Week
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
